reportdate,hospital,dphcategory,covidstatus,patientcount,data_as_of,data_loaded_at
2022/11/06,All SF Hospitals,Med/Surg,COVID+,39,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/05,All SF Hospitals,Med/Surg,PUI,9,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/07,All SF Hospitals,ICU,COVID+,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/05/03,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/04/23,All SF Hospitals,Med/Surg,COVID+,32,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/12/16,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/07/02,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/03/01,All SF Hospitals,ICU,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/01/20,All SF Hospitals,Med/Surg,PUI,11,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/09/22,All SF Hospitals,ICU,COVID+,17,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/04/01,All SF Hospitals,ICU,COVID+,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/12/20,All SF Hospitals,ICU,PUI,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/12/31,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/08,All SF Hospitals,Med/Surg,COVID+,10,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/06/30,All SF Hospitals,Med/Surg,COVID+,102,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/08/10,All SF Hospitals,Med/Surg,COVID+,104,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/12/27,All SF Hospitals,Med/Surg,COVID+,94,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/25,All SF Hospitals,Med/Surg,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/12/27,All SF Hospitals,Med/Surg,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/05,All SF Hospitals,Med/Surg,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/08/26,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/03/23,All SF Hospitals,ICU,COVID+,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/05/12,All SF Hospitals,ICU,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/06/21,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/16,All SF Hospitals,ICU,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/01/09,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/07/10,All SF Hospitals,Med/Surg,COVID+,102,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/08/24,All SF Hospitals,Med/Surg,COVID+,78,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/08/30,All SF Hospitals,Med/Surg,COVID+,58,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/07/20,All SF Hospitals,ICU,COVID+,17,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/11/05,All SF Hospitals,ICU,COVID+,12,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/07/17,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/08/08,All SF Hospitals,Med/Surg,COVID+,36,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/06/08,All SF Hospitals,Med/Surg,PUI,12,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/03/18,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/04/16,All SF Hospitals,ICU,COVID+,9,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/03/02,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/07/26,All SF Hospitals,Med/Surg,COVID+,53,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/06/02,All SF Hospitals,Med/Surg,COVID+,80,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/07/29,All SF Hospitals,Med/Surg,COVID+,110,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/16,All SF Hospitals,Med/Surg,PUI,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/10/14,All SF Hospitals,ICU,COVID+,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/03/10,All SF Hospitals,ICU,COVID+,9,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/08/11,All SF Hospitals,ICU,PUI,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/11/26,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/11/24,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/06/01,All SF Hospitals,ICU,COVID+,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/28,All SF Hospitals,Med/Surg,COVID+,25,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/07/14,All SF Hospitals,Med/Surg,COVID+,17,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/08/26,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/08/23,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/03/16,All SF Hospitals,ICU,PUI,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/08/05,All SF Hospitals,Med/Surg,COVID+,56,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/09/11,All SF Hospitals,Med/Surg,PUI,9,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/04/03,All SF Hospitals,Med/Surg,PUI,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/01/10,All SF Hospitals,Med/Surg,PUI,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/06/28,All SF Hospitals,ICU,COVID+,15,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/08/22,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/14,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/05/12,All SF Hospitals,Med/Surg,COVID+,40,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/05/18,All SF Hospitals,Med/Surg,COVID+,41,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/08/12,All SF Hospitals,Med/Surg,PUI,10,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/07/31,All SF Hospitals,ICU,COVID+,24,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/10/28,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/03/26,All SF Hospitals,Med/Surg,COVID+,20,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/06/08,All SF Hospitals,ICU,COVID+,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/12/14,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/05/25,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/01/06,All SF Hospitals,Med/Surg,COVID+,129,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/10/08,All SF Hospitals,Med/Surg,PUI,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/12/14,All SF Hospitals,Med/Surg,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/03,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/12/27,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/10/17,All SF Hospitals,Med/Surg,COVID+,18,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/01/21,All SF Hospitals,Med/Surg,COVID+,55,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/06/10,All SF Hospitals,Med/Surg,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/09/26,All SF Hospitals,Med/Surg,PUI,9,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/12/26,All SF Hospitals,Med/Surg,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/12/21,All SF Hospitals,ICU,COVID+,13,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/01/01,All SF Hospitals,ICU,COVID+,12,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/21,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/09/06,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/04/30,All SF Hospitals,Med/Surg,COVID+,58,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/10/30,All SF Hospitals,Med/Surg,PUI,16,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/13,All SF Hospitals,ICU,COVID+,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/04/10,All SF Hospitals,Med/Surg,COVID+,38,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/04/17,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/08/31,All SF Hospitals,ICU,COVID+,32,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/03/21,All SF Hospitals,ICU,COVID+,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/06/19,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/09/14,All SF Hospitals,Med/Surg,PUI,10,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/12/31,All SF Hospitals,Med/Surg,PUI,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/11/11,All SF Hospitals,Med/Surg,PUI,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/11/17,All SF Hospitals,Med/Surg,PUI,14,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/03/05,All SF Hospitals,Med/Surg,PUI,16,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/03/25,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/01/23,All SF Hospitals,Med/Surg,COVID+,228,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/03/15,All SF Hospitals,Med/Surg,COVID+,30,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/05/11,All SF Hospitals,Med/Surg,COVID+,63,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/11/11,All SF Hospitals,Med/Surg,COVID+,44,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/07/30,All SF Hospitals,Med/Surg,COVID+,38,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/10/17,All SF Hospitals,ICU,COVID+,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/08/19,All SF Hospitals,ICU,COVID+,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/10/23,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/23,All SF Hospitals,Med/Surg,PUI,13,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/08/29,All SF Hospitals,Med/Surg,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/03/21,All SF Hospitals,Med/Surg,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/02/24,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/03/07,All SF Hospitals,Med/Surg,PUI,11,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/04/27,All SF Hospitals,Med/Surg,PUI,13,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/08/13,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/23,All SF Hospitals,Med/Surg,COVID+,22,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/06/24,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/03/01,All SF Hospitals,Med/Surg,COVID+,63,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/09/21,All SF Hospitals,Med/Surg,COVID+,42,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/04/13,All SF Hospitals,Med/Surg,COVID+,45,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/12/23,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/08/25,All SF Hospitals,ICU,COVID+,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/08/05,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/09/06,All SF Hospitals,Med/Surg,PUI,14,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/29,All SF Hospitals,Med/Surg,PUI,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/09/26,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/04/17,All SF Hospitals,ICU,COVID+,27,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/10/25,All SF Hospitals,ICU,COVID+,11,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/04/10,All SF Hospitals,ICU,PUI,13,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/04/23,All SF Hospitals,ICU,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/04/26,All SF Hospitals,Med/Surg,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/06/16,All SF Hospitals,Med/Surg,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/09/07,All SF Hospitals,Med/Surg,PUI,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/11/03,All SF Hospitals,Med/Surg,PUI,10,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/12/24,All SF Hospitals,Med/Surg,PUI,10,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/07/13,All SF Hospitals,ICU,COVID+,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/09/19,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/11/09,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/07/09,All SF Hospitals,Med/Surg,COVID+,100,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/01/18,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/04/11,All SF Hospitals,ICU,PUI,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/04/20,All SF Hospitals,Med/Surg,COVID+,12,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/01/21,All SF Hospitals,Med/Surg,PUI,10,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/10/16,All SF Hospitals,ICU,COVID+,14,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/05/03,All SF Hospitals,ICU,COVID+,12,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/06/15,All SF Hospitals,ICU,COVID+,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/06/16,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/10/12,All SF Hospitals,Med/Surg,COVID+,20,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/07/17,All SF Hospitals,Med/Surg,COVID+,19,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/04/21,All SF Hospitals,Med/Surg,COVID+,32,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/10/18,All SF Hospitals,Med/Surg,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/07/23,All SF Hospitals,Med/Surg,PUI,16,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/01/09,All SF Hospitals,Med/Surg,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/09/24,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/07/21,All SF Hospitals,ICU,COVID+,18,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/10/22,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/04/29,All SF Hospitals,Med/Surg,COVID+,10,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/05/12,All SF Hospitals,Med/Surg,PUI,20,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/05,All SF Hospitals,Med/Surg,PUI,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/04/09,All SF Hospitals,ICU,COVID+,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/01/12,All SF Hospitals,ICU,COVID+,40,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/04/15,All SF Hospitals,ICU,PUI,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/07/07,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/08/06,All SF Hospitals,Med/Surg,COVID+,65,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/04/12,All SF Hospitals,Med/Surg,COVID+,18,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/10/28,All SF Hospitals,Med/Surg,COVID+,36,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/01/29,All SF Hospitals,Med/Surg,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/03/13,All SF Hospitals,Med/Surg,PUI,10,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/09/05,All SF Hospitals,ICU,COVID+,26,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/04/25,All SF Hospitals,ICU,COVID+,9,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/12/07,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/07/27,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/07/04,All SF Hospitals,Med/Surg,COVID+,95,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/06/20,All SF Hospitals,Med/Surg,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/09/09,All SF Hospitals,ICU,COVID+,20,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/07/30,All SF Hospitals,ICU,COVID+,17,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/09/15,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/06/18,All SF Hospitals,ICU,COVID+,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/10/04,All SF Hospitals,Med/Surg,COVID+,45,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/06/27,All SF Hospitals,Med/Surg,PUI,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/20,All SF Hospitals,Med/Surg,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/10/10,All SF Hospitals,Med/Surg,PUI,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/02/07,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/28,All SF Hospitals,ICU,COVID+,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/05/26,All SF Hospitals,ICU,PUI,18,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/11/05,All SF Hospitals,Med/Surg,COVID+,22,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/02/18,All SF Hospitals,Med/Surg,COVID+,75,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/07/22,All SF Hospitals,Med/Surg,PUI,26,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/22,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/06/22,All SF Hospitals,Med/Surg,COVID+,86,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/12/09,All SF Hospitals,Med/Surg,COVID+,93,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/01/24,All SF Hospitals,Med/Surg,COVID+,51,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/03/12,All SF Hospitals,Med/Surg,PUI,10,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/02/14,All SF Hospitals,ICU,COVID+,39,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/07/18,All SF Hospitals,ICU,COVID+,19,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/01/04,All SF Hospitals,ICU,COVID+,20,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/04/22,All SF Hospitals,ICU,COVID+,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/18,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/02/20,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/04/07,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/01/10,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/01/20,All SF Hospitals,Med/Surg,COVID+,225,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/11/20,All SF Hospitals,Med/Surg,PUI,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/08/25,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/07/15,All SF Hospitals,Med/Surg,PUI,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/03/16,All SF Hospitals,Med/Surg,PUI,10,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/12/31,All SF Hospitals,ICU,COVID+,13,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/09/01,All SF Hospitals,ICU,COVID+,10,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/09/07,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/08/17,All SF Hospitals,ICU,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/09/29,All SF Hospitals,Med/Surg,COVID+,37,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/10/05,All SF Hospitals,Med/Surg,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/10/02,All SF Hospitals,Med/Surg,PUI,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/06/14,All SF Hospitals,ICU,COVID+,17,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/08/25,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/12/11,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/06/20,All SF Hospitals,ICU,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/01/28,All SF Hospitals,Med/Surg,COVID+,197,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/08/07,All SF Hospitals,Med/Surg,COVID+,35,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/11/24,All SF Hospitals,Med/Surg,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/12/17,All SF Hospitals,Med/Surg,COVID+,27,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/06/15,All SF Hospitals,Med/Surg,PUI,9,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/09/06,All SF Hospitals,Med/Surg,PUI,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/03/27,All SF Hospitals,ICU,COVID+,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/07/10,All SF Hospitals,ICU,COVID+,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/28,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/11,All SF Hospitals,Med/Surg,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/04/05,All SF Hospitals,ICU,COVID+,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/01/29,All SF Hospitals,ICU,COVID+,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/12/01,All SF Hospitals,Med/Surg,COVID+,83,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/03/02,All SF Hospitals,Med/Surg,COVID+,85,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/11/16,All SF Hospitals,Med/Surg,PUI,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/11/11,All SF Hospitals,ICU,COVID+,9,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/02/10,All SF Hospitals,ICU,COVID+,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/04/11,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/05/06,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
